Dist Code,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha)
70,2014,Karnataka,Shimoge,121.87,370.01,3036.1,0.0,0.0,0.0,0.85,0.38,447.06
70,2015,Karnataka,Shimoge,110.03,286.76,2606.2,0.0,0.0,0.0,0.54,0.47,870.37
70,2016,Karnataka,Shimoge,104.44,218.6,2092.95,0.0,0.0,0.0,0.5,0.19,377.18
70,2017,Karnataka,Shimoge,93.52,235.1,2513.97,0.0,0.0,0.0,1.25,0.79,629.64
71,2010,Karnataka,Chickmagalur,44.06,115.48,2620.97,0.0,0.0,0.0,0.88,0.33,375.0
71,2011,Karnataka,Chickmagalur,45.38,116.76,2572.94,0.0,0.0,0.0,1.03,0.2,194.17
71,2012,Karnataka,Chickmagalur,37.99,87.47,2302.45,0.0,0.0,0.0,1.16,0.17,146.55
71,2013,Karnataka,Chickmagalur,41.05,112.1,2730.82,0.0,0.0,0.0,1.3,0.25,192.31
71,2014,Karnataka,Chickmagalur,40.34,105.3,2610.31,0.0,0.0,0.0,1.84,0.54,293.48
71,2015,Karnataka,Chickmagalur,33.04,88.32,2673.12,0.0,0.0,0.0,1.36,0.34,250.0
71,2016,Karnataka,Chickmagalur,29.93,71.84,2400.32,0.0,0.0,0.0,1.57,0.18,115.68
71,2017,Karnataka,Chickmagalur,26.9,64.63,2402.86,0.0,0.0,0.0,1.88,0.7,372.14
72,2010,Karnataka,Chitradurga,156.47,532.01,3400.08,2.3,3.41,1482.61,40.0,12.18,304.5
72,2011,Karnataka,Chitradurga,151.32,516.96,3416.34,1.53,1.69,1104.58,43.76,16.93,386.88
72,2012,Karnataka,Chitradurga,120.43,395.38,3283.07,0.52,0.68,1307.69,34.85,9.96,285.8
72,2013,Karnataka,Chitradurga,129.79,456.33,3515.91,0.32,0.39,1218.75,41.55,11.37,273.65
72,2014,Karnataka,Chitradurga,138.71,504.16,3634.63,0.64,1.11,1734.37,49.25,14.13,286.9
72,2015,Karnataka,Chitradurga,99.56,371.56,3732.02,0.52,0.63,1211.54,32.45,10.77,331.9
72,2016,Karnataka,Chitradurga,78.72,252.25,3204.37,0.24,0.28,1139.92,17.94,3.36,187.14
72,2017,Karnataka,Chitradurga,65.99,248.3,3762.79,0.47,0.57,1229.12,15.08,4.76,315.67
73,2010,Karnataka,Bellary,130.68,462.98,3542.85,1.02,1.77,1735.29,44.89,20.91,465.81
73,2011,Karnataka,Bellary,116.17,410.63,3534.73,0.65,0.65,1000.0,42.37,15.8,372.91
73,2012,Karnataka,Bellary,109.15,387.78,3552.73,0.58,0.4,689.66,65.5,31.73,484.43
73,2013,Karnataka,Bellary,110.55,418.62,3786.7,0.33,0.35,1060.61,74.3,34.37,462.58
73,2014,Karnataka,Bellary,118.64,408.13,3440.07,0.26,0.34,1307.69,82.34,44.72,543.11
73,2015,Karnataka,Bellary,93.67,341.44,3645.14,0.11,0.21,1909.09,68.05,26.51,389.57
73,2016,Karnataka,Bellary,87.01,337.8,3882.34,0.08,0.01,129.87,48.06,24.06,500.65
73,2017,Karnataka,Bellary,101.93,388.34,3809.74,0.58,0.77,1317.87,59.16,35.81,605.22
74,2010,Karnataka,Dharwad,81.43,133.81,1643.25,69.42,68.17,981.99,266.44,99.81,374.61
74,2011,Karnataka,Dharwad,77.22,137.78,1784.25,75.81,52.29,689.75,234.82,86.41,367.98
74,2012,Karnataka,Dharwad,79.78,74.7,936.32,75.78,41.97,553.84,139.66,45.18,323.5
74,2013,Karnataka,Dharwad,73.73,155.57,2110.0,64.95,56.47,869.44,246.51,88.13,357.51
74,2014,Karnataka,Dharwad,68.9,157.35,2283.74,46.38,54.25,1169.69,301.37,119.33,395.96
74,2015,Karnataka,Dharwad,70.59,67.57,957.22,49.86,26.88,539.11,200.16,59.13,295.41
74,2016,Karnataka,Dharwad,59.82,56.76,948.88,44.02,15.68,356.17,198.3,46.8,236.0
74,2017,Karnataka,Dharwad,52.59,74.86,1423.5,54.57,35.42,649.01,148.05,67.14,453.47
75,2010,Karnataka,Belgaum,68.47,135.88,1984.52,54.24,67.91,1252.03,38.33,17.15,447.43
75,2011,Karnataka,Belgaum,68.31,132.5,1939.69,44.01,43.95,998.64,38.01,19.88,523.02
75,2012,Karnataka,Belgaum,63.7,95.08,1492.62,47.29,42.59,900.61,22.68,7.53,332.01
75,2013,Karnataka,Belgaum,58.67,123.84,2110.79,39.36,37.43,950.97,31.37,15.6,497.29
75,2014,Karnataka,Belgaum,59.94,176.69,2947.78,46.81,74.09,1582.78,40.31,19.73,489.46
75,2015,Karnataka,Belgaum,61.23,40.8,666.34,32.91,29.76,904.28,39.58,10.63,268.57
75,2016,Karnataka,Belgaum,65.59,123.76,1886.84,50.77,69.6,1370.84,54.72,26.16,478.09
75,2017,Karnataka,Belgaum,64.58,148.63,2301.29,46.35,70.18,1514.29,31.0,18.3,590.43
76,2010,Karnataka,Bijapur / Vijayapura,0.21,0.59,2809.52,88.66,92.64,1044.89,12.91,5.52,427.58
76,2011,Karnataka,Bijapur / Vijayapura,0.18,0.47,2611.11,71.63,56.53,789.19,13.7,4.6,335.77
76,2012,Karnataka,Bijapur / Vijayapura,0.15,0.38,2533.33,72.99,63.04,863.68,13.76,5.34,388.08
76,2013,Karnataka,Bijapur / Vijayapura,0.1,0.31,3100.0,75.41,75.89,1006.37,11.38,4.91,431.46
76,2014,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,76.95,91.28,1186.22,18.42,7.72,419.11
76,2015,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,73.96,56.56,764.74,9.54,3.26,341.72
76,2016,Karnataka,Bijapur / Vijayapura,0.03,0.09,2774.19,56.13,59.82,1065.77,11.32,5.23,462.13
76,2017,Karnataka,Bijapur / Vijayapura,0.03,0.09,2866.67,68.7,79.05,1150.69,13.65,6.72,492.02
77,2010,Karnataka,Bidar,4.93,3.87,784.99,7.88,9.44,1197.97,0.79,0.15,189.87
77,2011,Karnataka,Bidar,6.49,4.46,687.21,6.91,7.49,1083.94,0.63,0.26,412.7
77,2012,Karnataka,Bidar,4.94,4.88,987.85,6.88,9.42,1369.19,0.55,0.23,418.18
77,2013,Karnataka,Bidar,3.57,5.54,1551.82,6.66,8.5,1276.28,0.32,0.17,531.25
77,2014,Karnataka,Bidar,2.06,1.99,966.02,4.34,5.39,1241.94,0.29,0.14,482.76
77,2015,Karnataka,Bidar,1.55,1.32,851.61,3.84,4.28,1114.58,0.28,0.09,321.43
77,2016,Karnataka,Bidar,0.52,0.63,1198.1,4.71,6.31,1340.48,0.05,0.02,377.65
77,2017,Karnataka,Bidar,1.02,1.9,1864.44,4.66,6.23,1338.63,0.49,0.31,629.63
78,2010,Karnataka,Raichur,252.89,787.56,3114.24,11.72,8.69,741.47,48.74,15.58,319.66
78,2011,Karnataka,Raichur,218.77,660.4,3018.7,6.73,3.51,521.55,49.63,13.33,268.59
78,2012,Karnataka,Raichur,228.59,735.3,3216.68,8.87,5.12,577.23,62.59,34.52,551.53
78,2013,Karnataka,Raichur,254.24,836.0,3288.23,8.04,6.98,868.16,67.86,34.43,507.37
78,2014,Karnataka,Raichur,237.74,733.65,3085.93,7.02,8.75,1246.44,127.87,63.43,496.05
78,2015,Karnataka,Raichur,166.0,527.46,3177.47,3.18,1.19,374.21,73.18,26.56,362.94
78,2016,Karnataka,Raichur,169.29,631.06,3727.77,2.89,1.01,348.32,50.1,32.01,638.86
78,2017,Karnataka,Raichur,167.4,546.61,3265.36,6.93,3.82,551.9,92.46,41.67,450.71
79,2010,Karnataka,Gulbarga / Kalaburagi,100.31,205.31,2046.76,19.5,27.02,1385.64,47.08,21.92,465.59
79,2011,Karnataka,Gulbarga / Kalaburagi,73.06,139.12,1904.19,18.2,27.19,1493.96,88.4,40.02,452.71
79,2012,Karnataka,Gulbarga / Kalaburagi,67.09,90.94,1355.49,12.37,15.66,1265.97,99.23,49.31,496.93
79,2013,Karnataka,Gulbarga / Kalaburagi,74.68,147.94,1980.99,14.03,24.03,1712.76,127.77,117.25,917.66
79,2014,Karnataka,Gulbarga / Kalaburagi,87.77,225.47,2568.87,15.23,24.89,1634.27,186.51,126.14,676.32
79,2015,Karnataka,Gulbarga / Kalaburagi,53.56,108.01,2016.62,9.48,9.5,1002.11,150.74,54.25,359.89
79,2016,Karnataka,Gulbarga / Kalaburagi,96.88,322.59,3329.87,9.41,18.73,1990.86,75.84,37.96,500.57
79,2017,Karnataka,Gulbarga / Kalaburagi,113.28,362.88,3203.49,11.07,23.02,2078.92,123.77,130.31,1052.86
80,2010,Karnataka,Dakshina Kannada,110.97,261.18,2353.61,0.0,0.0,0.0,0.0,0.0,0.0
80,2011,Karnataka,Dakshina Kannada,110.5,268.07,2425.97,0.0,0.0,0.0,0.0,0.0,0.0
80,2012,Karnataka,Dakshina Kannada,105.81,268.86,2540.97,0.0,0.0,0.0,0.0,0.0,0.0
80,2013,Karnataka,Dakshina Kannada,106.93,288.23,2695.5,0.0,0.0,0.0,0.0,0.0,0.0
80,2014,Karnataka,Dakshina Kannada,101.9,270.35,2653.09,0.0,0.0,0.0,0.0,0.0,0.0
80,2015,Karnataka,Dakshina Kannada,98.3,253.36,2577.42,0.0,0.0,0.0,0.0,0.0,0.0
80,2016,Karnataka,Dakshina Kannada,87.13,247.02,2835.18,0.0,0.0,0.0,0.0,0.0,0.0
80,2017,Karnataka,Dakshina Kannada,80.26,233.13,2904.74,0.0,0.0,0.0,0.0,0.0,0.0
81,2010,Karnataka,Uttara Kannada,79.02,150.72,1907.37,0.0,0.0,0.0,2.99,1.4,468.23
81,2011,Karnataka,Uttara Kannada,75.75,155.4,2051.49,0.0,0.0,0.0,2.59,0.46,177.61
81,2012,Karnataka,Uttara Kannada,74.28,150.07,2020.33,0.0,0.0,0.0,2.6,1.07,411.54
81,2013,Karnataka,Uttara Kannada,69.97,170.32,2434.19,0.0,0.0,0.0,1.35,0.5,370.37
81,2014,Karnataka,Uttara Kannada,68.51,152.7,2228.87,0.0,0.0,0.0,1.41,0.47,333.33
81,2015,Karnataka,Uttara Kannada,67.34,111.64,1657.86,0.0,0.0,0.0,1.27,0.42,330.71
81,2016,Karnataka,Uttara Kannada,66.67,130.86,1962.86,0.0,0.0,0.0,1.11,0.61,549.24
81,2017,Karnataka,Uttara Kannada,62.87,124.24,1976.12,0.0,0.0,0.0,1.21,0.78,647.7
82,2010,Karnataka,Kodagu / Coorg,35.44,93.45,2636.85,0.0,0.0,0.0,0.0,0.0,0.0
82,2011,Karnataka,Kodagu / Coorg,34.22,93.23,2724.43,0.0,0.0,0.0,0.0,0.0,0.0
82,2012,Karnataka,Kodagu / Coorg,31.37,77.78,2479.44,0.0,0.0,0.0,0.0,0.0,0.0
82,2013,Karnataka,Kodagu / Coorg,32.03,92.21,2878.86,0.0,0.0,0.0,0.0,0.0,0.0
82,2014,Karnataka,Kodagu / Coorg,30.96,86.9,2806.85,0.0,0.0,0.0,0.0,0.0,0.0
82,2015,Karnataka,Kodagu / Coorg,28.34,76.49,2699.01,0.0,0.0,0.0,0.0,0.0,0.0
82,2016,Karnataka,Kodagu / Coorg,27.93,67.9,2431.41,0.0,0.0,0.0,0.0,0.0,0.0
82,2017,Karnataka,Kodagu / Coorg,27.17,64.26,2364.95,0.0,0.0,0.0,0.0,0.0,0.0
83,2010,Tamil Nadu,Chengalpattu MGR / Kanchipuram,178.96,628.84,3513.86,0.0,0.0,0.0,0.0,0.0,0.0
83,2011,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.64,708.45,4176.2,0.0,0.0,0.0,0.0,0.0,0.0
83,2012,Tamil Nadu,Chengalpattu MGR / Kanchipuram,156.12,645.34,4133.62,0.0,0.0,0.0,0.0,0.0,0.0
83,2013,Tamil Nadu,Chengalpattu MGR / Kanchipuram,181.39,843.36,4649.43,0.0,0.0,0.0,0.0,0.0,0.0
83,2014,Tamil Nadu,Chengalpattu MGR / Kanchipuram,158.23,716.1,4525.69,0.0,0.0,0.0,0.01,0.0,0.0
83,2015,Tamil Nadu,Chengalpattu MGR / Kanchipuram,199.14,748.5,3758.66,0.0,0.0,0.0,0.0,0.0,0.0
83,2016,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.58,585.18,3450.65,0.0,0.0,0.0,0.0,0.0,180.0
83,2017,Tamil Nadu,Chengalpattu MGR / Kanchipuram,193.22,807.43,4178.74,0.0,0.0,0.0,0.0,0.0,0.0
84,2010,Tamil Nadu,South Arcot / Cuddalore,265.75,813.52,3061.22,0.0,0.0,0.0,11.73,2.86,243.82
84,2011,Tamil Nadu,South Arcot / Cuddalore,250.84,719.86,2869.8,0.0,0.0,0.0,12.0,4.69,390.83
84,2012,Tamil Nadu,South Arcot / Cuddalore,227.55,735.82,3233.66,0.0,0.0,0.0,12.01,4.97,413.82
84,2013,Tamil Nadu,South Arcot / Cuddalore,297.93,1362.57,4573.46,0.0,0.0,0.0,18.2,9.3,510.99
84,2014,Tamil Nadu,South Arcot / Cuddalore,306.16,1474.55,4816.27,0.0,0.0,0.0,16.87,9.49,562.54
84,2015,Tamil Nadu,South Arcot / Cuddalore,322.29,1280.44,3972.94,0.0,0.0,0.0,16.21,4.16,256.63
84,2016,Tamil Nadu,South Arcot / Cuddalore,314.21,1233.22,3924.87,0.0,0.0,0.0,11.35,2.32,204.7
84,2017,Tamil Nadu,South Arcot / Cuddalore,294.85,1267.83,4299.84,0.0,0.0,0.0,19.37,0.01,0.34
85,2010,Tamil Nadu,North Arcot / Vellore,168.71,510.52,3026.02,0.0,0.0,0.0,6.9,2.66,385.51
85,2011,Tamil Nadu,North Arcot / Vellore,101.93,453.75,4451.58,0.02,0.0,0.0,7.9,2.76,349.37
85,2012,Tamil Nadu,North Arcot / Vellore,127.48,478.31,3752.04,0.0,0.0,0.0,8.24,3.24,393.2
85,2013,Tamil Nadu,North Arcot / Vellore,122.0,551.9,4523.77,0.0,0.0,0.0,6.77,3.22,475.63
85,2014,Tamil Nadu,North Arcot / Vellore,129.71,633.96,4887.52,0.0,0.0,0.0,9.03,4.46,493.91
85,2015,Tamil Nadu,North Arcot / Vellore,190.65,752.96,3949.44,0.0,0.0,0.0,8.44,2.66,315.17
85,2016,Tamil Nadu,North Arcot / Vellore,183.45,737.75,4021.55,0.0,0.0,0.0,6.36,1.95,306.87
85,2017,Tamil Nadu,North Arcot / Vellore,216.65,959.42,4428.49,0.0,0.0,0.0,6.93,0.0,0.52
86,2010,Tamil Nadu,Salem,86.56,365.08,4217.65,0.03,0.0,0.0,25.54,11.3,442.44
86,2011,Tamil Nadu,Salem,83.06,380.75,4584.04,0.01,0.0,0.0,32.62,16.82,515.63
86,2012,Tamil Nadu,Salem,48.23,199.06,4127.31,0.06,0.0,0.0,33.71,16.63,493.33
86,2013,Tamil Nadu,Salem,85.72,423.97,4945.99,0.0,0.0,0.0,29.48,17.3,586.84
86,2014,Tamil Nadu,Salem,67.32,345.33,5129.68,0.0,0.0,0.0,34.43,21.15,614.29
86,2015,Tamil Nadu,Salem,92.85,434.67,4681.42,0.0,0.0,0.0,27.91,13.18,472.23
86,2016,Tamil Nadu,Salem,80.0,374.14,4676.96,0.0,0.0,0.0,30.0,8.47,282.49
86,2017,Tamil Nadu,Salem,73.11,360.43,4929.77,0.0,0.0,0.0,37.06,0.02,0.5
87,2010,Tamil Nadu,Coimbatore,101.47,242.76,2392.48,0.0,0.0,0.0,1.09,0.47,435.78
87,2011,Tamil Nadu,Coimbatore,100.52,369.22,3672.92,0.0,0.0,0.0,1.79,1.11,621.17
87,2012,Tamil Nadu,Coimbatore,85.87,248.58,2894.67,0.0,0.0,0.0,0.76,0.23,304.64
87,2013,Tamil Nadu,Coimbatore,78.57,151.73,1931.27,0.0,0.0,0.0,0.53,0.23,428.57
87,2014,Tamil Nadu,Coimbatore,74.8,320.06,4278.88,0.0,0.0,0.0,0.92,0.53,581.52
87,2015,Tamil Nadu,Coimbatore,80.98,291.01,3593.32,0.0,0.0,0.0,0.99,0.42,426.4
87,2016,Tamil Nadu,Coimbatore,70.87,265.71,3749.48,0.0,0.0,0.0,0.96,0.24,246.27
87,2017,Tamil Nadu,Coimbatore,90.17,195.35,2166.46,0.0,0.0,0.0,0.93,0.0,0.39
88,2010,Tamil Nadu,Tiruchirapalli / Trichy,150.38,598.76,3981.63,0.0,0.0,0.0,48.55,14.21,292.69
88,2011,Tamil Nadu,Tiruchirapalli / Trichy,144.77,638.76,4412.36,0.0,0.0,0.0,49.21,24.83,504.61
88,2012,Tamil Nadu,Tiruchirapalli / Trichy,85.54,259.44,3032.89,0.0,0.0,0.0,50.5,10.61,210.05
88,2013,Tamil Nadu,Tiruchirapalli / Trichy,115.8,589.95,5094.65,0.0,0.0,0.0,57.26,28.64,500.26
88,2014,Tamil Nadu,Tiruchirapalli / Trichy,125.77,609.89,4849.1,0.0,0.0,0.0,71.9,41.66,579.35
88,2015,Tamil Nadu,Tiruchirapalli / Trichy,137.32,601.54,4380.47,0.0,0.0,0.0,45.54,12.93,284.0
88,2016,Tamil Nadu,Tiruchirapalli / Trichy,123.55,529.5,4285.73,0.0,0.0,0.0,43.48,8.76,201.55
88,2017,Tamil Nadu,Tiruchirapalli / Trichy,99.63,476.51,4782.99,0.0,0.0,0.0,59.88,0.03,0.45
89,2010,Tamil Nadu,Thanjavur,496.12,1140.85,2299.56,0.0,0.0,0.0,2.16,1.06,493.32
89,2011,Tamil Nadu,Thanjavur,450.12,1813.04,4027.91,0.0,0.0,0.0,2.92,1.63,560.22
89,2012,Tamil Nadu,Thanjavur,450.22,834.93,1854.48,0.0,0.0,0.0,3.3,1.37,415.35
89,2013,Tamil Nadu,Thanjavur,507.5,2316.46,4564.48,0.0,0.0,0.0,8.21,4.59,559.45
89,2014,Tamil Nadu,Thanjavur,543.51,2195.63,4039.75,0.0,0.0,0.0,10.09,4.79,474.67
89,2015,Tamil Nadu,Thanjavur,548.65,1696.83,3092.72,0.0,0.0,0.0,9.34,5.03,538.0
89,2016,Tamil Nadu,Thanjavur,541.98,1356.07,2502.07,0.0,0.0,0.0,12.16,7.0,576.06
89,2017,Tamil Nadu,Thanjavur,520.25,1840.14,3537.05,0.0,0.0,0.0,7.66,0.0,0.6
90,2010,Tamil Nadu,Madurai,94.77,432.12,4559.67,0.02,0.0,0.0,9.92,3.8,383.06
90,2011,Tamil Nadu,Madurai,99.54,486.75,4889.99,0.0,0.0,0.0,11.08,5.21,470.22
90,2012,Tamil Nadu,Madurai,37.82,143.45,3792.97,0.0,0.0,0.0,8.51,2.59,304.35
90,2013,Tamil Nadu,Madurai,52.0,240.54,4625.77,0.0,0.0,0.0,9.34,3.48,372.59
90,2014,Tamil Nadu,Madurai,73.63,340.08,4618.77,0.0,0.0,0.0,14.24,8.69,610.25
90,2015,Tamil Nadu,Madurai,85.6,354.99,4147.08,0.0,0.0,0.0,14.61,7.17,490.76
90,2016,Tamil Nadu,Madurai,77.18,313.06,4056.26,0.0,0.0,0.0,15.77,3.02,191.8
90,2017,Tamil Nadu,Madurai,36.78,171.29,4656.49,0.0,0.0,0.0,19.67,0.01,0.44
91,2010,Tamil Nadu,Ramananthapuram,245.9,536.94,2183.57,0.0,0.0,0.0,9.2,2.7,293.48
91,2011,Tamil Nadu,Ramananthapuram,242.4,866.89,3576.28,0.0,0.0,0.0,11.94,4.83,404.52
91,2012,Tamil Nadu,Ramananthapuram,210.11,239.34,1139.12,0.0,0.0,0.0,9.95,2.26,227.14
91,2013,Tamil Nadu,Ramananthapuram,196.9,148.16,752.46,0.0,0.0,0.0,13.19,6.1,462.47
91,2014,Tamil Nadu,Ramananthapuram,201.57,729.45,3618.84,0.0,0.0,0.0,15.8,6.33,400.63
91,2015,Tamil Nadu,Ramananthapuram,212.4,593.55,2794.49,0.0,0.0,0.0,15.78,7.01,444.23
91,2016,Tamil Nadu,Ramananthapuram,215.67,446.92,2072.3,0.0,0.0,0.0,18.24,3.27,179.37
91,2017,Tamil Nadu,Ramananthapuram,217.34,438.45,2017.36,0.0,0.0,0.0,20.03,0.01,0.28
92,2010,Tamil Nadu,Thirunelveli,99.77,441.26,4422.77,0.0,0.0,0.0,5.66,3.06,540.64
92,2011,Tamil Nadu,Thirunelveli,121.6,441.97,3634.62,0.0,0.0,0.0,6.33,2.98,470.77
92,2012,Tamil Nadu,Thirunelveli,51.63,207.05,4010.27,0.0,0.0,0.0,6.26,1.51,241.21
92,2013,Tamil Nadu,Thirunelveli,74.01,418.44,5653.83,0.0,0.0,0.0,8.01,2.08,259.68
92,2014,Tamil Nadu,Thirunelveli,101.1,517.33,5117.01,0.0,0.0,0.0,13.42,10.7,797.32
92,2015,Tamil Nadu,Thirunelveli,117.07,563.01,4809.17,0.0,0.0,0.0,9.29,6.22,669.54
92,2016,Tamil Nadu,Thirunelveli,48.44,179.75,3710.76,0.0,0.0,0.0,9.89,1.22,123.54
92,2017,Tamil Nadu,Thirunelveli,77.0,355.16,4612.54,0.0,0.0,0.0,10.09,0.0,0.39
93,2010,Tamil Nadu,The Nilgiris,0.39,1.4,3589.74,0.0,0.0,0.0,0.01,0.0,0.0
93,2011,Tamil Nadu,The Nilgiris,0.4,1.65,4125.0,0.0,0.0,0.0,0.01,0.0,0.0
93,2012,Tamil Nadu,The Nilgiris,0.29,1.15,3965.52,0.01,0.0,0.0,0.01,0.0,0.0
93,2013,Tamil Nadu,The Nilgiris,0.33,1.42,4303.03,0.0,0.0,0.0,0.01,0.0,0.0
93,2014,Tamil Nadu,The Nilgiris,0.03,0.15,5000.0,0.0,0.0,0.0,0.01,0.0,0.0
93,2015,Tamil Nadu,The Nilgiris,0.32,1.42,4437.5,0.0,0.0,0.0,0.0,0.0,0.0
93,2016,Tamil Nadu,The Nilgiris,0.24,1.04,4292.18,0.01,0.0,0.0,0.0,0.0,0.0
93,2017,Tamil Nadu,The Nilgiris,0.24,0.92,3853.56,0.0,0.0,0.0,0.0,0.0,0.0
94,2010,Tamil Nadu,Kanyakumari,16.99,80.39,4731.61,0.0,0.0,0.0,0.0,0.0,0.0
94,2011,Tamil Nadu,Kanyakumari,16.62,90.11,5421.78,0.0,0.0,0.0,0.0,0.0,0.0
94,2012,Tamil Nadu,Kanyakumari,12.41,57.88,4663.98,0.0,0.0,0.0,0.0,0.0,0.0
94,2013,Tamil Nadu,Kanyakumari,13.62,66.7,4897.21,0.0,0.0,0.0,0.0,0.0,0.0
94,2014,Tamil Nadu,Kanyakumari,13.18,66.94,5078.91,0.0,0.0,0.0,0.0,0.0,0.0
94,2015,Tamil Nadu,Kanyakumari,12.96,55.79,4304.78,0.0,0.0,0.0,0.0,0.0,0.0
94,2016,Tamil Nadu,Kanyakumari,12.16,48.67,4003.78,0.0,0.0,0.0,0.0,0.0,0.0
94,2017,Tamil Nadu,Kanyakumari,9.63,33.03,3431.03,0.0,0.0,0.0,0.0,0.0,0.0
95,2010,Maharashtra,Bombay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2011,Maharashtra,Bombay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2012,Maharashtra,Bombay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2016,Maharashtra,Bombay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2010,Maharashtra,Thane,138.3,280.58,2028.78,0.1,0.15,1500.0,0.0,0.0,0.0
96,2011,Maharashtra,Thane,140.4,343.98,2450.0,0.1,0.1,1000.0,0.0,0.0,0.0
96,2012,Maharashtra,Thane,139.6,362.94,2599.86,0.0,0.0,0.0,0.0,0.0,0.0
96,2013,Maharashtra,Thane,139.6,334.0,2392.55,0.0,0.0,0.0,0.0,0.0,0.0
96,2014,Maharashtra,Thane,132.8,328.7,2475.15,0.0,0.0,0.0,0.0,0.0,0.0
96,2015,Maharashtra,Thane,133.9,306.5,2289.02,0.04,0.04,1000.0,0.0,0.0,0.0
96,2016,Maharashtra,Thane,132.7,375.3,2828.18,0.04,0.1,2833.33,0.0,0.0,0.0
96,2017,Maharashtra,Thane,132.68,246.3,1856.37,0.02,0.02,1419.35,0.0,0.0,0.0
97,2010,Maharashtra,Raigad,126.2,299.08,2369.89,0.0,0.0,0.0,0.0,0.0,0.0
97,2011,Maharashtra,Raigad,126.8,306.16,2414.51,0.0,0.0,0.0,0.0,0.0,0.0
97,2012,Maharashtra,Raigad,127.9,333.33,2606.18,0.0,0.0,0.0,0.0,0.0,0.0
97,2013,Maharashtra,Raigad,127.9,365.9,2860.83,0.0,0.0,0.0,0.0,0.0,0.0
97,2014,Maharashtra,Raigad,125.3,350.8,2799.68,0.0,0.0,0.0,0.0,0.0,0.0
97,2015,Maharashtra,Raigad,115.6,339.9,2940.31,0.01,0.01,1000.0,0.0,0.0,0.0
97,2016,Maharashtra,Raigad,113.3,309.1,2728.16,0.0,0.0,0.0,0.0,0.0,0.0
97,2017,Maharashtra,Raigad,114.24,310.8,2720.66,0.0,0.0,0.0,0.0,0.0,0.0
98,2010,Maharashtra,Ratnagiri,156.0,430.11,2757.12,0.0,0.0,0.0,0.0,0.0,0.0
98,2011,Maharashtra,Ratnagiri,155.5,437.44,2813.12,0.0,0.0,0.0,0.0,0.0,0.0
98,2012,Maharashtra,Ratnagiri,150.7,428.18,2841.27,0.0,0.0,0.0,0.0,0.0,0.0
98,2013,Maharashtra,Ratnagiri,148.9,451.6,3032.91,0.0,0.0,0.0,0.0,0.0,0.0
98,2014,Maharashtra,Ratnagiri,142.5,448.3,3145.96,0.0,0.0,0.0,0.0,0.0,0.0
98,2015,Maharashtra,Ratnagiri,138.2,370.2,2678.73,0.0,0.0,0.0,0.0,0.0,0.0
98,2016,Maharashtra,Ratnagiri,139.34,445.3,3195.78,0.0,0.0,0.0,0.0,0.0,0.0
98,2017,Maharashtra,Ratnagiri,139.25,430.7,3093.02,0.0,0.0,0.0,0.0,0.0,0.0
99,2010,Maharashtra,Nasik,59.1,24.03,406.6,75.3,143.7,1908.37,50.5,17.1,338.61
99,2011,Maharashtra,Nasik,62.9,77.8,1236.88,52.4,102.6,1958.02,47.0,16.4,348.94
99,2012,Maharashtra,Nasik,67.9,80.79,1189.84,32.4,53.17,1641.05,45.7,13.05,285.56
99,2013,Maharashtra,Nasik,72.6,93.3,1285.12,65.9,111.9,1698.03,46.0,18.14,394.35
99,2014,Maharashtra,Nasik,71.2,86.7,1217.7,72.4,111.2,1535.91,46.0,8.05,175.0
99,2015,Maharashtra,Nasik,69.6,101.1,1452.59,60.0,81.1,1351.67,43.3,4.84,111.78
99,2016,Maharashtra,Nasik,71.9,145.8,2027.82,79.2,177.6,2242.42,46.7,28.53,610.92
99,2017,Maharashtra,Nasik,72.5,153.6,2118.62,112.46,223.6,1988.3,65.4,25.94,396.61
100,2010,Maharashtra,Dhule,28.4,31.38,1104.93,53.0,119.55,2255.66,189.1,76.93,406.82
100,2011,Maharashtra,Dhule,27.3,37.0,1355.31,52.3,126.64,2421.42,213.4,59.75,279.99
100,2012,Maharashtra,Dhule,27.2,35.76,1314.71,61.5,133.26,2166.83,239.7,60.63,252.94
100,2013,Maharashtra,Dhule,30.2,30.0,993.38,68.7,123.3,1794.76,275.4,104.85,380.72
100,2014,Maharashtra,Dhule,18.3,9.0,491.8,57.9,104.8,1810.02,328.5,64.7,196.96
100,2015,Maharashtra,Dhule,21.2,20.0,943.4,66.5,108.0,1624.06,344.7,61.78,179.23
100,2016,Maharashtra,Dhule,31.7,39.9,1258.68,58.8,125.0,2125.85,281.6,89.59,318.13
