Dist Code,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha)
1,2010,Chhattisgarh,Durg,777.92,1319.18,1695.77,46.12,45.87,994.69,0.0,0.0,0.0
1,2011,Chhattisgarh,Durg,806.55,1416.48,1756.23,44.98,50.19,1115.68,0.08,0.02,250.0
1,2012,Chhattisgarh,Durg,807.07,1534.22,1900.97,43.87,47.69,1087.1,0.13,0.02,153.85
1,2013,Chhattisgarh,Durg,819.44,1296.24,1581.86,41.54,43.33,1043.06,0.05,0.01,200.0
1,2014,Chhattisgarh,Durg,834.87,1444.24,1729.89,44.25,50.96,1151.49,0.05,0.02,400.0
1,2015,Chhattisgarh,Durg,817.68,880.6,1076.95,48.72,54.6,1120.74,0.05,0.01,200.0
1,2016,Chhattisgarh,Durg,858.91,1791.66,2085.96,48.94,61.84,1263.55,0.06,0.02,317.81
1,2017,Chhattisgarh,Durg,841.13,983.21,1168.92,43.5,50.19,1153.77,0.45,0.13,297.85
2,2010,Chhattisgarh,Bastar,621.89,1184.98,1905.45,1.6,3.2,2000.0,0.0,0.0,0.0
2,2011,Chhattisgarh,Bastar,627.73,772.88,1231.23,1.33,2.49,1872.18,0.0,0.0,0.0
2,2012,Chhattisgarh,Bastar,637.8,1341.33,2103.06,1.25,2.47,1976.0,0.0,0.0,0.0
2,2013,Chhattisgarh,Bastar,642.79,1265.91,1969.4,0.97,1.75,1804.12,0.0,0.0,0.0
2,2014,Chhattisgarh,Bastar,646.7,1377.04,2129.33,0.81,1.86,2296.3,0.0,0.0,0.0
2,2015,Chhattisgarh,Bastar,644.56,664.46,1030.87,0.84,1.75,2083.33,0.0,0.0,0.0
2,2016,Chhattisgarh,Bastar,656.26,1294.97,1973.24,0.67,1.53,2265.58,0.0,0.0,0.0
2,2017,Chhattisgarh,Bastar,660.36,801.82,1214.23,1.24,2.22,1783.13,0.0,0.0,0.0
3,2010,Chhattisgarh,Raipur,915.4,1521.13,1661.71,11.3,15.2,1345.13,0.0,0.0,0.0
3,2011,Chhattisgarh,Raipur,958.01,1421.37,1483.67,10.54,17.89,1697.34,0.0,0.0,0.0
3,2012,Chhattisgarh,Raipur,993.68,1974.69,1987.25,9.76,17.75,1818.65,0.0,0.0,0.0
3,2013,Chhattisgarh,Raipur,1009.22,1749.21,1733.23,9.21,15.86,1722.04,0.0,0.0,0.0
3,2014,Chhattisgarh,Raipur,1034.99,2127.73,2055.8,10.38,21.24,2046.24,0.0,0.0,0.0
3,2015,Chhattisgarh,Raipur,986.91,1412.83,1431.57,10.99,19.3,1756.14,0.01,0.0,0.0
3,2016,Chhattisgarh,Raipur,1009.29,2432.48,2410.09,8.8,17.95,2038.28,0.01,0.01,408.0
3,2017,Chhattisgarh,Raipur,959.01,1520.95,1585.96,14.56,23.66,1625.61,0.03,0.01,360.0
4,2010,Chhattisgarh,Bilaspur,705.67,1333.61,1889.83,24.88,30.13,1210.79,0.0,0.0,0.0
4,2011,Chhattisgarh,Bilaspur,749.08,1557.35,2079.01,19.08,26.28,1377.75,0.0,0.0,0.0
4,2012,Chhattisgarh,Bilaspur,747.27,1746.82,2337.61,18.7,27.31,1460.32,0.0,0.0,0.0
4,2013,Chhattisgarh,Bilaspur,726.15,1577.16,2171.95,19.88,26.97,1356.73,0.0,0.0,0.0
4,2014,Chhattisgarh,Bilaspur,728.84,1683.92,2310.43,18.11,28.15,1554.83,0.0,0.0,0.0
4,2015,Chhattisgarh,Bilaspur,731.83,1340.65,1831.92,17.82,27.03,1516.74,0.0,0.0,0.0
4,2016,Chhattisgarh,Bilaspur,727.5,1858.19,2554.21,16.2,25.1,1549.23,0.0,0.0,0.0
4,2017,Chhattisgarh,Bilaspur,727.94,1295.71,1779.97,15.8,21.72,1374.7,0.0,0.0,0.0
5,2010,Chhattisgarh,Raigarh,435.05,598.26,1375.15,3.4,5.5,1617.65,0.0,0.0,0.0
5,2011,Chhattisgarh,Raigarh,421.32,602.66,1430.41,3.63,6.27,1727.27,0.0,0.0,0.0
5,2012,Chhattisgarh,Raigarh,422.65,641.28,1517.28,3.44,6.08,1767.44,0.0,0.0,0.0
5,2013,Chhattisgarh,Raigarh,418.44,580.76,1387.92,6.67,11.5,1724.14,0.0,0.0,0.0
5,2014,Chhattisgarh,Raigarh,408.9,657.79,1608.68,3.62,7.5,2071.82,0.0,0.0,0.0
5,2015,Chhattisgarh,Raigarh,409.45,414.89,1013.29,3.56,6.15,1727.53,0.0,0.0,0.0
5,2016,Chhattisgarh,Raigarh,424.24,763.72,1800.23,3.87,7.12,1840.7,0.0,0.0,0.0
5,2017,Chhattisgarh,Raigarh,411.12,623.29,1516.07,3.91,6.76,1728.83,0.0,0.0,0.0
6,2010,Chhattisgarh,Surguja,371.28,399.46,1075.9,23.98,27.45,1144.7,0.0,0.0,0.0
6,2011,Chhattisgarh,Surguja,377.14,530.08,1405.53,25.29,32.02,1266.11,0.01,0.0,0.0
6,2012,Chhattisgarh,Surguja,373.71,610.07,1632.47,25.21,41.92,1662.83,0.01,0.0,0.0
6,2013,Chhattisgarh,Surguja,371.71,633.47,1704.2,26.77,41.33,1543.89,0.0,0.0,0.0
6,2014,Chhattisgarh,Surguja,381.43,687.04,1801.22,26.02,43.61,1676.02,0.01,0.0,0.0
6,2015,Chhattisgarh,Surguja,369.32,440.9,1193.82,23.87,33.51,1403.85,0.0,0.0,0.0
6,2016,Chhattisgarh,Surguja,376.38,652.25,1732.96,23.63,37.56,1589.23,0.0,0.0,0.0
6,2017,Chhattisgarh,Surguja,377.07,524.07,1389.84,23.18,37.09,1599.85,0.0,0.0,0.0
7,2010,Madhya Pradesh,Jabalpur,151.1,155.0,1025.81,162.7,339.5,2086.66,0.0,0.0,0.0
7,2011,Madhya Pradesh,Jabalpur,157.6,204.5,1297.59,166.0,381.6,2298.8,0.0,0.0,0.0
7,2012,Madhya Pradesh,Jabalpur,182.13,292.91,1608.25,201.13,559.1,2779.79,0.0,0.0,0.0
7,2013,Madhya Pradesh,Jabalpur,188.69,364.36,1931.0,218.66,546.79,2500.64,0.0,0.0,0.0
7,2014,Madhya Pradesh,Jabalpur,179.0,228.0,1273.74,227.0,598.0,2634.36,0.0,0.0,0.0
7,2015,Madhya Pradesh,Jabalpur,169.0,189.33,1120.3,202.0,623.0,3084.16,0.0,0.0,0.0
7,2016,Madhya Pradesh,Jabalpur,225.0,652.66,2900.71,237.0,827.0,3489.45,0.0,0.0,0.0
7,2017,Madhya Pradesh,Jabalpur,210.2,526.17,2503.19,300.7,1037.13,3449.05,0.0,0.0,0.0
8,2010,Madhya Pradesh,Balaghat,247.9,353.0,1423.96,15.1,22.9,1516.56,0.0,0.0,0.0
8,2011,Madhya Pradesh,Balaghat,246.7,336.2,1362.79,22.7,29.8,1312.78,0.0,0.0,0.0
8,2012,Madhya Pradesh,Balaghat,260.77,486.46,1865.48,18.32,23.72,1294.76,0.0,0.0,0.0
8,2013,Madhya Pradesh,Balaghat,258.65,434.08,1678.25,17.52,22.85,1304.22,0.0,0.0,0.0
8,2014,Madhya Pradesh,Balaghat,245.0,449.33,1834.0,38.0,56.0,1473.68,0.0,0.0,0.0
8,2015,Madhya Pradesh,Balaghat,266.0,445.33,1674.17,20.0,27.0,1350.0,0.0,0.0,0.0
8,2016,Madhya Pradesh,Balaghat,272.0,675.33,2482.83,35.0,64.0,1828.57,0.0,0.0,0.0
8,2017,Madhya Pradesh,Balaghat,220.21,395.48,1795.92,55.56,138.12,2485.96,0.0,0.0,0.0
9,2010,Madhya Pradesh,Chhindwara,18.3,30.2,1650.27,114.5,388.9,3396.51,28.34,45.23,1595.94
9,2011,Madhya Pradesh,Chhindwara,20.2,43.0,2128.71,122.1,278.84,2283.7,27.68,31.93,1153.65
9,2012,Madhya Pradesh,Chhindwara,13.94,38.37,2752.51,138.57,438.74,3166.2,33.77,6.6,195.44
9,2013,Madhya Pradesh,Chhindwara,13.81,28.05,2031.14,146.14,332.52,2275.35,34.09,6.88,201.82
9,2014,Madhya Pradesh,Chhindwara,20.0,48.0,2400.0,155.0,455.0,2935.48,15.0,1.8,120.0
9,2015,Madhya Pradesh,Chhindwara,31.0,54.0,1741.94,165.0,636.0,3854.55,44.0,1.8,40.91
9,2016,Madhya Pradesh,Chhindwara,35.0,53.33,1523.71,179.0,578.0,3229.05,45.0,8.64,192.0
9,2017,Madhya Pradesh,Chhindwara,34.01,42.06,1236.7,181.0,619.2,3420.99,47.6,9.6,201.78
10,2010,Madhya Pradesh,Narsinghpur,12.5,19.5,1560.0,68.8,226.9,3297.96,0.0,0.0,0.0
10,2011,Madhya Pradesh,Narsinghpur,12.0,21.5,1791.67,63.6,253.2,3981.13,0.0,0.0,0.0
10,2012,Madhya Pradesh,Narsinghpur,12.91,17.21,1333.08,82.0,240.82,2936.83,0.0,0.0,0.0
10,2013,Madhya Pradesh,Narsinghpur,18.36,24.99,1361.11,93.17,198.02,2125.36,0.0,0.0,0.0
10,2014,Madhya Pradesh,Narsinghpur,18.0,25.33,1407.22,94.0,305.0,3244.68,0.0,0.0,0.0
10,2015,Madhya Pradesh,Narsinghpur,34.0,89.33,2627.35,95.0,388.0,4084.21,0.0,0.0,0.0
10,2016,Madhya Pradesh,Narsinghpur,55.0,154.66,2812.0,100.0,404.0,4040.0,0.0,0.0,0.0
10,2017,Madhya Pradesh,Narsinghpur,39.1,181.3,4636.83,92.0,320.71,3485.98,0.0,0.0,0.0
11,2010,Madhya Pradesh,Seoni / Shivani,116.3,153.9,1323.3,111.7,102.1,914.06,0.0,0.0,0.0
11,2011,Madhya Pradesh,Seoni / Shivani,121.2,176.4,1455.45,115.6,127.5,1102.94,0.0,0.0,0.0
11,2012,Madhya Pradesh,Seoni / Shivani,136.55,281.01,2057.93,132.11,374.26,2832.94,0.0,0.0,0.0
11,2013,Madhya Pradesh,Seoni / Shivani,150.24,440.99,2935.24,153.28,346.04,2257.57,0.0,0.0,0.0
11,2014,Madhya Pradesh,Seoni / Shivani,139.0,199.33,1434.03,99.0,286.0,2888.89,0.0,0.0,0.0
11,2015,Madhya Pradesh,Seoni / Shivani,169.0,238.67,1412.25,115.0,277.0,2408.7,1.0,0.0,0.0
11,2016,Madhya Pradesh,Seoni / Shivani,182.0,450.0,2472.53,151.0,445.0,2947.02,0.0,0.0,0.0
11,2017,Madhya Pradesh,Seoni / Shivani,133.13,319.98,2403.52,200.72,523.88,2610.0,0.0,0.0,0.0
12,2010,Madhya Pradesh,Mandla,191.1,157.5,824.18,45.2,32.7,723.45,0.0,0.0,0.0
12,2011,Madhya Pradesh,Mandla,198.7,201.8,1015.6,68.0,51.3,754.41,0.0,0.0,0.0
12,2012,Madhya Pradesh,Mandla,210.44,212.69,1010.69,71.01,115.32,1624.0,0.0,0.0,0.0
12,2013,Madhya Pradesh,Mandla,212.68,242.15,1138.56,74.83,127.02,1697.45,0.0,0.0,0.0
12,2014,Madhya Pradesh,Mandla,209.0,274.0,1311.0,143.0,198.0,1384.62,0.0,0.0,0.0
12,2015,Madhya Pradesh,Mandla,215.0,365.33,1699.21,90.0,173.0,1922.22,0.0,0.0,0.0
12,2016,Madhya Pradesh,Mandla,227.0,440.66,1941.23,98.0,270.0,2755.1,0.0,0.0,0.0
12,2017,Madhya Pradesh,Mandla,215.1,689.45,3205.25,90.0,228.0,2533.33,0.0,0.0,0.0
13,2010,Madhya Pradesh,Sagar,6.0,4.5,750.0,172.5,186.5,1081.16,0.0,0.0,0.0
13,2011,Madhya Pradesh,Sagar,3.4,2.7,794.12,199.8,295.1,1476.98,0.0,0.0,0.0
13,2012,Madhya Pradesh,Sagar,5.26,3.33,633.08,213.45,449.7,2106.82,0.0,0.0,0.0
13,2013,Madhya Pradesh,Sagar,4.78,2.09,437.24,228.79,425.35,1859.13,0.0,0.0,0.0
13,2014,Madhya Pradesh,Sagar,5.0,5.33,1066.0,185.0,394.0,2129.73,0.0,0.0,0.0
13,2015,Madhya Pradesh,Sagar,7.0,2.0,285.71,158.0,346.0,2189.87,0.0,0.0,0.0
13,2016,Madhya Pradesh,Sagar,6.0,6.0,1000.0,202.0,557.0,2757.43,0.0,0.0,0.0
13,2017,Madhya Pradesh,Sagar,5.06,5.69,1124.51,278.0,893.21,3212.99,0.0,0.0,0.0
14,2010,Madhya Pradesh,Damoh,50.2,51.9,1033.86,71.8,171.4,2387.19,0.0,0.0,0.0
14,2011,Madhya Pradesh,Damoh,55.8,59.5,1066.31,79.9,197.0,2465.58,0.0,0.0,0.0
14,2012,Madhya Pradesh,Damoh,56.3,55.93,993.43,82.43,167.97,2037.73,0.0,0.0,0.0
14,2013,Madhya Pradesh,Damoh,55.63,62.31,1120.08,88.62,164.34,1854.43,0.0,0.0,0.0
14,2014,Madhya Pradesh,Damoh,66.0,70.67,1070.76,93.0,201.0,2161.29,0.0,0.0,0.0
14,2015,Madhya Pradesh,Damoh,73.0,82.67,1132.47,80.0,161.0,2012.5,0.0,0.0,0.0
14,2016,Madhya Pradesh,Damoh,80.0,150.0,1875.0,95.0,333.0,3505.26,0.0,0.0,0.0
14,2017,Madhya Pradesh,Damoh,75.73,126.22,1666.71,81.6,285.6,3500.0,0.0,0.0,0.0
15,2010,Madhya Pradesh,Tikamgarh,12.0,5.4,450.0,78.0,99.0,1269.23,0.0,0.0,0.0
15,2011,Madhya Pradesh,Tikamgarh,11.7,8.5,726.5,113.2,241.5,2133.39,0.0,0.0,0.0
15,2012,Madhya Pradesh,Tikamgarh,11.77,5.6,475.79,146.73,376.24,2564.17,0.0,0.0,0.0
15,2013,Madhya Pradesh,Tikamgarh,11.41,4.01,351.45,158.64,321.52,2026.73,0.0,0.0,0.0
15,2014,Madhya Pradesh,Tikamgarh,13.0,5.33,410.0,117.0,288.0,2461.54,0.0,0.0,0.0
15,2015,Madhya Pradesh,Tikamgarh,6.0,0.67,111.67,94.0,180.0,1914.89,0.0,0.0,0.0
15,2016,Madhya Pradesh,Tikamgarh,6.0,6.0,1000.0,150.0,421.0,2806.67,0.0,0.0,0.0
15,2017,Madhya Pradesh,Tikamgarh,4.56,1.64,359.65,97.19,243.07,2500.98,0.0,0.0,0.0
16,2010,Madhya Pradesh,Chhatarpur,8.9,5.5,617.98,140.2,169.1,1206.13,0.0,0.0,0.0
16,2011,Madhya Pradesh,Chhatarpur,9.1,7.9,868.13,130.5,199.5,1528.74,0.0,0.0,0.0
16,2012,Madhya Pradesh,Chhatarpur,5.79,2.17,374.78,176.28,436.15,2474.19,0.0,0.0,0.0
16,2013,Madhya Pradesh,Chhatarpur,5.37,4.75,884.54,192.59,434.62,2256.71,0.0,0.0,0.0
16,2014,Madhya Pradesh,Chhatarpur,10.0,8.67,867.0,121.0,267.0,2206.61,0.0,0.0,0.0
16,2015,Madhya Pradesh,Chhatarpur,8.0,2.67,333.75,88.0,161.0,1829.55,0.0,0.0,0.0
16,2016,Madhya Pradesh,Chhatarpur,8.0,8.66,1082.5,209.0,596.0,2851.67,0.0,0.0,0.0
16,2017,Madhya Pradesh,Chhatarpur,6.33,2.98,470.77,175.31,424.07,2418.97,0.0,0.0,0.0
17,2010,Madhya Pradesh,Panna,53.7,51.6,960.89,62.8,89.1,1418.79,0.0,0.0,0.0
17,2011,Madhya Pradesh,Panna,61.3,61.0,995.11,67.0,103.7,1547.76,0.0,0.0,0.0
17,2012,Madhya Pradesh,Panna,63.64,64.91,1019.96,82.54,156.45,1895.44,0.0,0.0,0.0
17,2013,Madhya Pradesh,Panna,80.65,91.51,1134.66,85.23,151.52,1777.78,0.0,0.0,0.0
17,2014,Madhya Pradesh,Panna,56.0,76.67,1369.11,63.0,123.0,1952.38,0.0,0.0,0.0
17,2015,Madhya Pradesh,Panna,55.0,17.33,315.09,45.0,79.0,1755.56,0.0,0.0,0.0
17,2016,Madhya Pradesh,Panna,69.0,179.33,2598.99,77.0,236.0,3064.94,0.0,0.0,0.0
17,2017,Madhya Pradesh,Panna,58.4,140.2,2400.68,77.79,210.5,2706.0,0.0,0.0,0.0
18,2010,Madhya Pradesh,Rewa,102.1,67.5,661.12,134.4,111.3,828.13,0.0,0.0,0.0
18,2011,Madhya Pradesh,Rewa,120.4,141.8,1177.74,166.2,215.4,1296.03,0.0,0.0,0.0
18,2012,Madhya Pradesh,Rewa,123.51,199.65,1616.47,156.88,383.75,2446.14,0.0,0.0,0.0
18,2013,Madhya Pradesh,Rewa,119.62,214.11,1789.92,154.21,318.56,2065.75,0.0,0.0,0.0
18,2014,Madhya Pradesh,Rewa,136.0,246.0,1808.82,199.0,683.0,3432.16,0.0,0.0,0.0
18,2015,Madhya Pradesh,Rewa,121.0,114.67,947.69,189.0,398.0,2105.82,0.0,0.0,0.0
18,2016,Madhya Pradesh,Rewa,126.0,352.0,2793.65,195.0,560.0,2871.79,0.0,0.0,0.0
18,2017,Madhya Pradesh,Rewa,121.3,625.9,5159.93,173.6,499.97,2880.01,0.0,0.0,0.0
19,2010,Madhya Pradesh,Sidhi,102.5,91.3,890.73,84.6,73.2,865.25,0.0,0.0,0.0
19,2011,Madhya Pradesh,Sidhi,87.8,84.5,962.41,110.3,128.3,1163.19,0.0,0.0,0.0
19,2012,Madhya Pradesh,Sidhi,115.75,238.24,2058.23,90.66,198.24,2186.63,0.0,0.0,0.0
19,2013,Madhya Pradesh,Sidhi,116.25,172.7,1485.59,93.77,212.23,2263.3,0.0,0.0,0.0
19,2014,Madhya Pradesh,Sidhi,100.0,126.0,1260.0,136.0,310.0,2279.41,0.0,0.0,0.0
19,2015,Madhya Pradesh,Sidhi,118.0,137.33,1163.81,109.0,231.0,2119.27,0.0,0.0,0.0
19,2016,Madhya Pradesh,Sidhi,118.0,348.0,2949.15,118.0,327.0,2771.19,0.0,0.0,0.0
19,2017,Madhya Pradesh,Sidhi,113.95,233.5,2049.14,101.8,266.16,2614.54,0.0,0.0,0.0
20,2010,Madhya Pradesh,Satna,71.7,74.3,1036.26,125.4,119.1,949.76,0.0,0.0,0.0
20,2011,Madhya Pradesh,Satna,82.4,135.9,1649.27,135.2,202.2,1495.56,0.0,0.0,0.0
20,2012,Madhya Pradesh,Satna,85.38,197.67,2315.18,142.46,448.59,3148.88,0.0,0.0,0.0
20,2013,Madhya Pradesh,Satna,82.07,188.56,2297.55,146.54,479.99,3275.49,0.0,0.0,0.0
20,2014,Madhya Pradesh,Satna,104.0,201.33,1935.87,169.0,593.0,3508.88,0.0,0.0,0.0
20,2015,Madhya Pradesh,Satna,104.0,238.0,2288.46,132.0,390.0,2954.55,0.0,0.0,0.0
20,2016,Madhya Pradesh,Satna,120.0,393.33,3277.75,171.0,617.0,3608.19,0.0,0.0,0.0
20,2017,Madhya Pradesh,Satna,132.0,324.8,2460.61,156.8,538.45,3433.99,0.0,0.0,0.0
21,2010,Madhya Pradesh,Shahdol,236.6,227.1,959.85,61.6,44.0,714.29,0.0,0.0,0.0
21,2011,Madhya Pradesh,Shahdol,258.6,353.7,1367.75,86.6,79.3,915.7,0.02,0.01,423.53
21,2012,Madhya Pradesh,Shahdol,257.73,383.9,1489.54,70.27,146.8,2089.08,0.0,0.0,0.0
21,2013,Madhya Pradesh,Shahdol,257.18,484.88,1885.37,91.66,208.67,2276.57,0.0,0.0,0.0
21,2014,Madhya Pradesh,Shahdol,269.0,510.67,1898.4,118.0,220.0,1864.41,0.0,0.0,0.0
21,2015,Madhya Pradesh,Shahdol,229.0,378.0,1650.66,65.0,127.0,1953.85,0.0,0.0,0.0
21,2016,Madhya Pradesh,Shahdol,276.0,583.32,2113.48,106.0,203.0,1915.09,0.0,0.0,0.0
21,2017,Madhya Pradesh,Shahdol,240.33,389.9,1622.35,87.27,222.87,2553.8,0.0,0.0,0.0
22,2010,Madhya Pradesh,Gwalior,24.5,64.0,2612.24,93.8,254.0,2707.89,0.0,0.0,0.0
22,2011,Madhya Pradesh,Gwalior,34.7,111.2,3204.61,112.2,346.8,3090.91,0.0,0.0,0.0
22,2012,Madhya Pradesh,Gwalior,49.16,89.43,1819.16,115.4,420.86,3646.97,0.0,0.0,0.0
22,2013,Madhya Pradesh,Gwalior,57.51,135.09,2348.98,119.29,363.64,3048.37,0.0,0.0,0.0
22,2014,Madhya Pradesh,Gwalior,49.0,111.33,2272.04,104.0,335.0,3221.15,0.0,0.0,0.0
22,2015,Madhya Pradesh,Gwalior,53.0,150.0,2830.19,136.0,515.0,3786.76,0.0,0.0,0.0
22,2016,Madhya Pradesh,Gwalior,58.0,95.33,1643.62,146.0,586.0,4013.7,0.0,0.0,0.0
22,2017,Madhya Pradesh,Gwalior,9.11,26.29,2885.84,65.0,247.26,3804.0,0.0,0.0,0.0
23,2010,Madhya Pradesh,Shivpuri,8.3,13.2,1590.36,147.1,298.1,2026.51,0.02,0.0,231.43
23,2011,Madhya Pradesh,Shivpuri,9.0,14.2,1577.78,113.9,247.8,2175.59,0.14,0.06,403.75
23,2012,Madhya Pradesh,Shivpuri,13.4,19.88,1483.58,201.93,664.13,3288.91,0.11,0.03,272.73
23,2013,Madhya Pradesh,Shivpuri,14.63,17.06,1166.1,195.61,527.47,2696.54,0.0,0.0,0.0
23,2014,Madhya Pradesh,Shivpuri,14.0,17.33,1237.86,145.0,456.0,3144.83,0.0,0.0,0.0
23,2015,Madhya Pradesh,Shivpuri,11.0,27.33,2484.55,158.0,428.0,2708.86,0.0,0.0,0.0
23,2016,Madhya Pradesh,Shivpuri,14.0,39.33,2809.29,170.0,528.0,3105.88,0.0,0.0,0.0
23,2017,Madhya Pradesh,Shivpuri,4.4,10.8,2454.55,76.9,217.09,2823.02,0.0,0.0,0.0
24,2010,Madhya Pradesh,Guna,1.3,1.3,1000.0,199.2,380.9,1912.15,0.0,0.0,0.0
24,2011,Madhya Pradesh,Guna,1.4,1.6,1142.86,229.3,476.3,2077.19,0.03,0.01,202.5
24,2012,Madhya Pradesh,Guna,1.87,4.52,2417.11,239.56,751.74,3138.0,0.0,0.0,0.0
24,2013,Madhya Pradesh,Guna,1.92,3.17,1651.04,260.43,769.02,2952.89,0.0,0.0,0.0
24,2014,Madhya Pradesh,Guna,3.0,6.66,2220.0,269.0,824.0,3063.2,5.0,0.54,108.0
24,2015,Madhya Pradesh,Guna,4.0,6.0,1500.0,304.0,931.0,3062.5,0.0,0.0,0.0
24,2016,Madhya Pradesh,Guna,0.0,0.0,0.0,295.0,914.0,3098.31,0.0,0.0,0.0
24,2017,Madhya Pradesh,Guna,5.71,9.11,1595.45,255.81,886.02,3463.59,0.0,0.0,0.0
25,2010,Madhya Pradesh,Datia,5.7,7.1,1245.61,130.3,260.2,1996.93,0.0,0.0,0.0
25,2011,Madhya Pradesh,Datia,5.0,6.2,1240.0,123.9,346.1,2793.38,0.0,0.0,0.0
25,2012,Madhya Pradesh,Datia,8.08,16.53,2045.79,136.96,408.54,2982.91,0.0,0.0,0.0
25,2013,Madhya Pradesh,Datia,12.14,13.9,1144.98,136.12,408.33,2999.78,0.0,0.0,0.0
25,2014,Madhya Pradesh,Datia,30.0,29.33,977.67,166.0,437.0,2632.53,0.0,0.0,0.0
25,2015,Madhya Pradesh,Datia,14.0,24.0,1714.29,179.0,531.0,2966.48,0.0,0.0,0.0
25,2016,Madhya Pradesh,Datia,17.0,36.66,2156.47,146.0,494.0,3383.56,0.0,0.0,0.0
25,2017,Madhya Pradesh,Datia,16.6,30.18,1818.07,120.8,399.0,3302.98,0.0,0.0,0.0
26,2010,Madhya Pradesh,Morena,9.7,28.8,2969.07,165.7,395.3,2385.64,0.01,0.0,154.29
26,2011,Madhya Pradesh,Morena,15.1,44.9,2973.51,155.3,413.9,2665.16,0.37,0.09,229.22
26,2012,Madhya Pradesh,Morena,13.71,50.67,3695.84,181.39,736.65,4061.14,0.62,0.14,225.81
26,2013,Madhya Pradesh,Morena,16.11,58.64,3639.98,191.33,709.09,3706.11,0.25,0.06,240.0
26,2014,Madhya Pradesh,Morena,20.0,46.0,2300.0,207.0,680.0,3285.02,5.0,0.54,108.0
26,2015,Madhya Pradesh,Morena,20.0,70.0,3500.0,181.0,774.0,4276.24,0.0,0.0,0.0
26,2016,Madhya Pradesh,Morena,19.0,46.66,2455.79,202.0,807.0,3995.05,0.0,0.0,0.0
26,2017,Madhya Pradesh,Morena,21.4,60.1,2808.41,183.0,752.79,4113.61,0.0,0.0,0.0
27,2010,Madhya Pradesh,Bhind,5.6,15.3,2732.14,89.9,185.2,2060.07,0.0,0.0,0.0
27,2011,Madhya Pradesh,Bhind,0.4,1.3,3250.0,77.7,163.3,2101.67,0.0,0.0,0.0
27,2012,Madhya Pradesh,Bhind,4.62,12.47,2699.13,94.92,358.42,3776.02,0.0,0.0,0.0
27,2013,Madhya Pradesh,Bhind,4.8,20.81,4335.42,104.18,370.23,3553.75,0.0,0.0,0.0
27,2014,Madhya Pradesh,Bhind,6.0,20.67,3445.0,139.0,552.0,3971.22,0.0,0.0,0.0
27,2015,Madhya Pradesh,Bhind,6.0,27.33,4555.0,134.0,511.0,3813.43,0.0,0.0,0.0
27,2016,Madhya Pradesh,Bhind,7.0,15.33,2190.0,145.0,582.0,4013.79,0.0,0.0,0.0
27,2017,Madhya Pradesh,Bhind,3.0,5.76,1920.0,110.4,466.11,4222.01,0.0,0.0,0.0
28,2010,Madhya Pradesh,Indore,0.0,0.0,0.0,107.9,271.3,2514.37,0.0,0.0,0.0
28,2011,Madhya Pradesh,Indore,0.0,0.0,0.0,105.9,252.7,2386.21,0.0,0.0,0.0
28,2012,Madhya Pradesh,Indore,0.0,0.0,0.0,118.43,582.82,4921.22,0.0,0.0,0.0
28,2013,Madhya Pradesh,Indore,0.01,0.0,0.0,115.88,347.11,2995.43,0.04,0.01,250.0
28,2014,Madhya Pradesh,Indore,0.0,0.0,0.0,122.0,490.0,4016.39,5.0,0.54,108.0
28,2015,Madhya Pradesh,Indore,0.0,0.0,0.0,124.0,548.0,4419.35,0.0,0.0,0.0
28,2016,Madhya Pradesh,Indore,0.0,0.0,0.0,130.0,560.0,4307.69,0.0,0.0,0.0
28,2017,Madhya Pradesh,Indore,0.45,1.02,2266.67,110.4,465.12,4213.04,0.4,0.08,198.0
29,2010,Madhya Pradesh,Ratlam,1.7,1.3,764.71,68.7,276.8,4029.11,25.76,8.28,321.26
29,2011,Madhya Pradesh,Ratlam,1.9,1.8,947.37,75.0,309.4,4125.33,23.38,12.03,514.6
29,2012,Madhya Pradesh,Ratlam,1.36,1.55,1139.71,103.54,306.44,2959.63,22.89,10.97,479.25
29,2013,Madhya Pradesh,Ratlam,1.29,1.55,1201.55,123.11,327.38,2659.25,20.93,7.44,355.47
29,2014,Madhya Pradesh,Ratlam,0.0,0.0,0.0,91.0,262.0,2879.12,11.0,2.34,212.73
29,2015,Madhya Pradesh,Ratlam,0.0,0.0,0.0,105.0,357.0,3400.0,23.0,2.34,101.74
29,2016,Madhya Pradesh,Ratlam,1.0,0.66,660.0,109.0,369.0,3385.32,28.0,5.76,205.71
29,2017,Madhya Pradesh,Ratlam,0.0,0.0,0.0,110.4,395.23,3579.98,29.4,8.42,286.53
30,2010,Madhya Pradesh,Ujjain,0.0,0.0,0.0,135.1,237.8,1760.18,0.0,0.0,144.0
30,2011,Madhya Pradesh,Ujjain,0.0,0.0,0.0,140.6,375.0,2667.14,0.0,0.0,240.0
30,2012,Madhya Pradesh,Ujjain,0.0,0.0,0.0,204.84,622.91,3040.96,0.0,0.0,0.0
30,2013,Madhya Pradesh,Ujjain,0.0,0.0,0.0,276.23,791.38,2864.93,0.0,0.0,0.0
